Filename,Asset Groups,Categories,Date Added,Date Updated,Width,Height,Colorspace,Resolution,File Format,Release Date,Expiration Date,Filesize,Global Collection,Metadata Type,Anatomy,Approval Id,Approval System,Apttus Product Code,Audience/Persona,Care Area / Specialties,Country of Use,Description,Display Name,File Type,Is Final,Language,MobilityCOE Content Type,PIM Asset Description,PIM Asset Name,PIM Country,PIM Environment,PIM Language,PIM Metadata,PIM Product Type,Parent Product Code,Product / Services,Product Group,Region,Uploader First Name,Uploader Last Name,Uploader Username,Embed ID,Download Link,640px Landscape,640px Portrait,Original,Wall N,Video with Player,Video with Player and Download,Video (No Player),Video Thumbnail,Streaming MP3,Document View and Download,Document View - HTML5,Document View - PDF,Thumbnail,Spinset with Viewer,Spinset with Viewer and Download,Spinset Thumbnail
1694668539651-MicrosoftTeams-image (5).png,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,800,450,Unknown,96,JPEG,09/14/2023,,0.08 mb,,PIM Metadata Type,,,,,,,,,,,,,,4,4,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,duwayifqyy,https://gehealthcare.widen.net/content/duwayifqyy/original/1694668539651-MicrosoftTeams-image-5.jpg?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/duwayifqyy/jpeg/1694668539651-MicrosoftTeams-image%20%285%29.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/duwayifqyy/jpeg/1694668539651-MicrosoftTeams-image%20%285%29.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/duwayifqyy/jpeg/1694668539651-MicrosoftTeams-image%20%285%29.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/duwayifqyy/jpeg/1694668539651-MicrosoftTeams-image%20%285%29.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1694668539693-MicrosoftTeams-image (5) - Copy - Copy.png,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,800,450,Unknown,96,JPEG,09/14/2023,,0.08 mb,,PIM Metadata Type,,,,,,,,,,,,,,2,2,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,o1xpwiyxxr,https://gehealthcare.widen.net/content/o1xpwiyxxr/original/1694668539693-MicrosoftTeams-image-5---Copy---Copy.jpg?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/o1xpwiyxxr/jpeg/1694668539693-MicrosoftTeams-image%20%285%29%20-%20Copy%20-%20Copy.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/o1xpwiyxxr/jpeg/1694668539693-MicrosoftTeams-image%20%285%29%20-%20Copy%20-%20Copy.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/o1xpwiyxxr/jpeg/1694668539693-MicrosoftTeams-image%20%285%29%20-%20Copy%20-%20Copy.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/o1xpwiyxxr/jpeg/1694668539693-MicrosoftTeams-image%20%285%29%20-%20Copy%20-%20Copy.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1694668500765-Vscanair 2.JPG.png,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,1920,1080,Unknown,300,PNG,09/14/2023,,0.26 mb,,PIM Metadata Type,,,,,,,,,,,,,,test1,test1,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,5bz0oxh3mh,https://gehealthcare.widen.net/content/5bz0oxh3mh/original/1694668500765-Vscanair-2.JPG.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/5bz0oxh3mh/jpeg/1694668500765-Vscanair%202.JPG.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/5bz0oxh3mh/jpeg/1694668500765-Vscanair%202.JPG.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/5bz0oxh3mh/jpeg/1694668500765-Vscanair%202.JPG.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/5bz0oxh3mh/jpeg/1694668500765-Vscanair%202.JPG.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1694667602735-Vscanair 2.JPG.png,1eCommerce Asset Group,1eCommerce/Shop,09/14/2023,09/14/2023,1920,1080,Unknown,300,PNG,09/14/2023,,0.26 mb,,PIM Metadata Type,,,,,,,,,,,,,,1,1,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,nlc82qlaep,https://gehealthcare.widen.net/content/nlc82qlaep/original/1694667602735-Vscanair-2.JPG.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/nlc82qlaep/jpeg/1694667602735-Vscanair%202.JPG.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/nlc82qlaep/jpeg/1694667602735-Vscanair%202.JPG.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/nlc82qlaep/jpeg/1694667602735-Vscanair%202.JPG.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/nlc82qlaep/jpeg/1694667602735-Vscanair%202.JPG.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1694667546916-MicrosoftTeams-image (6).png,1eCommerce Asset Group,1eCommerce/Shop,09/13/2023,09/13/2023,1920,1080,Unknown,300,PNG,09/13/2023,,0.26 mb,,PIM Metadata Type,,,,,,,,,,,,,,1,1,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,of5wptrmez,https://gehealthcare.widen.net/content/of5wptrmez/original/1694667546916-MicrosoftTeams-image-6.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/of5wptrmez/jpeg/1694667546916-MicrosoftTeams-image%20%286%29.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/of5wptrmez/jpeg/1694667546916-MicrosoftTeams-image%20%286%29.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/of5wptrmez/jpeg/1694667546916-MicrosoftTeams-image%20%286%29.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/of5wptrmez/jpeg/1694667546916-MicrosoftTeams-image%20%286%29.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1694667546285-MicrosoftTeams-image (5) - Copy - Copy.png,1eCommerce Asset Group,1eCommerce/Shop,09/13/2023,09/13/2023,800,450,Unknown,96,JPEG,09/13/2023,,0.08 mb,,PIM Metadata Type,,,,,,,,,,,,,,1,11,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,chlb8omwat,https://gehealthcare.widen.net/content/chlb8omwat/original/1694667546285-MicrosoftTeams-image-5---Copy---Copy.jpg?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/chlb8omwat/jpeg/1694667546285-MicrosoftTeams-image%20%285%29%20-%20Copy%20-%20Copy.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/chlb8omwat/jpeg/1694667546285-MicrosoftTeams-image%20%285%29%20-%20Copy%20-%20Copy.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/chlb8omwat/jpeg/1694667546285-MicrosoftTeams-image%20%285%29%20-%20Copy%20-%20Copy.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/chlb8omwat/jpeg/1694667546285-MicrosoftTeams-image%20%285%29%20-%20Copy%20-%20Copy.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1694667546690-Vscanair 2.JPG.png,1eCommerce Asset Group,1eCommerce/Shop,09/13/2023,09/13/2023,1920,1080,Unknown,300,PNG,09/13/2023,,0.26 mb,,PIM Metadata Type,,,,,,,,,,,,,,1,1,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,lv2vgxrkiy,https://gehealthcare.widen.net/content/lv2vgxrkiy/original/1694667546690-Vscanair-2.JPG.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/lv2vgxrkiy/jpeg/1694667546690-Vscanair%202.JPG.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/lv2vgxrkiy/jpeg/1694667546690-Vscanair%202.JPG.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/lv2vgxrkiy/jpeg/1694667546690-Vscanair%202.JPG.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/lv2vgxrkiy/jpeg/1694667546690-Vscanair%202.JPG.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1694667077143-For testing Supporting documents links.pdf,1eCommerce Asset Group,1eCommerce/Shop,09/13/2023,09/13/2023,612,792,,,PDF,09/13/2023,,0.18 mb,,PIM Metadata Type,,,,,,,,,,,,,,,BRLflexipackecho2 specification document,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,xcptxxphij,https://gehealthcare.widen.net/content/xcptxxphij/original/1694667077143-For-testing-Supporting-documents-links.pdf?u=nqxvbh&download=true,,,,,,,,,,https://gehealthcare.widen.net/view/pdf/xcptxxphij/1694667077143-For-testing-Supporting-documents-links.pdf?t.download=true&u=nqxvbh,https://gehealthcare.widen.net/view/pdf/xcptxxphij/1694667077143-For-testing-Supporting-documents-links.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/xcptxxphij/pdf/1694667077143-For-testing-Supporting-documents-links.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/xcptxxphij/jpeg/1694667077143-For-testing-Supporting-documents-links.jpg?u=nqxvbh,,,
1694667032074-Brazil Phase1 launch.png,1eCommerce Asset Group,1eCommerce/Shop,09/13/2023,09/13/2023,1816,671,Unknown,300,PNG,09/13/2023,,0.10 mb,,PIM Metadata Type,,,,,,,,,,,,,,Box image1,Box image1,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,rumj4zgcw8,https://gehealthcare.widen.net/content/rumj4zgcw8/original/1694667032074-Brazil-Phase1-launch.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/rumj4zgcw8/jpeg/1694667032074-Brazil%20Phase1%20launch.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/rumj4zgcw8/jpeg/1694667032074-Brazil%20Phase1%20launch.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/rumj4zgcw8/jpeg/1694667032074-Brazil%20Phase1%20launch.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/rumj4zgcw8/jpeg/1694667032074-Brazil%20Phase1%20launch.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1694666789943-image (7).png,1eCommerce Asset Group,1eCommerce/Shop,09/13/2023,09/13/2023,1045,748,Unknown,300,PNG,09/13/2023,,0.06 mb,,PIM Metadata Type,,,,,,,,,,,,,,DE56957 image1,DE56957 image1,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,er00qjzh1k,https://gehealthcare.widen.net/content/er00qjzh1k/original/1694666789943-image-7.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/er00qjzh1k/jpeg/1694666789943-image%20%287%29.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/er00qjzh1k/jpeg/1694666789943-image%20%287%29.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/er00qjzh1k/jpeg/1694666789943-image%20%287%29.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/er00qjzh1k/jpeg/1694666789943-image%20%287%29.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1694666790491-image.png,1eCommerce Asset Group,1eCommerce/Shop,09/13/2023,09/13/2023,1044,742,Unknown,300,PNG,09/13/2023,,0.06 mb,,PIM Metadata Type,,,,,,,,,,,,,,DE56957 image2,DE56957 image2,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,tjqgopaqej,https://gehealthcare.widen.net/content/tjqgopaqej/original/1694666790491-image.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/tjqgopaqej/jpeg/1694666790491-image.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/tjqgopaqej/jpeg/1694666790491-image.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/tjqgopaqej/jpeg/1694666790491-image.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/tjqgopaqej/jpeg/1694666790491-image.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1694665418916-certificate (1).pdf,1eCommerce Asset Group,1eCommerce/Shop,09/13/2023,09/13/2023,842,595,,,PDF,09/13/2023,,0.16 mb,,PIM Metadata Type,,,,,,,,,,,,,,,EchoPAC Upgrades Test specification document,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,dmzurrmlbl,https://gehealthcare.widen.net/content/dmzurrmlbl/original/1694665418916-certificate-1.pdf?u=nqxvbh&download=true,,,,,,,,,,https://gehealthcare.widen.net/view/pdf/dmzurrmlbl/1694665418916-certificate-1.pdf?t.download=true&u=nqxvbh,https://gehealthcare.widen.net/view/pdf/dmzurrmlbl/1694665418916-certificate-1.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/dmzurrmlbl/pdf/1694665418916-certificate-1.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/dmzurrmlbl/jpeg/1694665418916-certificate-1.jpg?u=nqxvbh,,,
1694665364104-certificate (1).pdf,1eCommerce Asset Group,1eCommerce/Shop,09/13/2023,09/13/2023,842,595,,,PDF,09/13/2023,,0.16 mb,,PIM Metadata Type,,,,,,,,,,,,,,,q,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,5abgp8kfam,https://gehealthcare.widen.net/content/5abgp8kfam/original/1694665364104-certificate-1.pdf?u=nqxvbh&download=true,,,,,,,,,,https://gehealthcare.widen.net/view/pdf/5abgp8kfam/1694665364104-certificate-1.pdf?t.download=true&u=nqxvbh,https://gehealthcare.widen.net/view/pdf/5abgp8kfam/1694665364104-certificate-1.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/5abgp8kfam/pdf/1694665364104-certificate-1.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/5abgp8kfam/jpeg/1694665364104-certificate-1.jpg?u=nqxvbh,,,
1694665327296-Vscanair 2.JPG.png,1eCommerce Asset Group,1eCommerce/Shop,09/13/2023,09/13/2023,1920,1080,Unknown,300,PNG,09/13/2023,,0.26 mb,,PIM Metadata Type,,,,,,,,,,,,,,5,5,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,er96v4jmpa,https://gehealthcare.widen.net/content/er96v4jmpa/original/1694665327296-Vscanair-2.JPG.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/er96v4jmpa/jpeg/1694665327296-Vscanair%202.JPG.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/er96v4jmpa/jpeg/1694665327296-Vscanair%202.JPG.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/er96v4jmpa/jpeg/1694665327296-Vscanair%202.JPG.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/er96v4jmpa/jpeg/1694665327296-Vscanair%202.JPG.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1694610992984-Untitled.png,1eCommerce Asset Group,1eCommerce/Shop,09/13/2023,09/13/2023,625,486,Unknown,300,PNG,09/13/2023,,0.09 mb,,PIM Metadata Type,,,,,,,,,,,,,,test,test,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,1drmjd9mlw,https://gehealthcare.widen.net/content/1drmjd9mlw/original/1694610992984-Untitled.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/1drmjd9mlw/jpeg/1694610992984-Untitled.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/1drmjd9mlw/jpeg/1694610992984-Untitled.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/1drmjd9mlw/jpeg/1694610992984-Untitled.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/1drmjd9mlw/jpeg/1694610992984-Untitled.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1694610085411-certificate (1).pdf,1eCommerce Asset Group,1eCommerce/Shop,09/13/2023,09/13/2023,842,595,,,PDF,09/13/2023,,0.16 mb,,PIM Metadata Type,,,,,,,,,,,,,,,EchoPACFlexi specification document,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,s1cd7p3nxl,https://gehealthcare.widen.net/content/s1cd7p3nxl/original/1694610085411-certificate-1.pdf?u=nqxvbh&download=true,,,,,,,,,,https://gehealthcare.widen.net/view/pdf/s1cd7p3nxl/1694610085411-certificate-1.pdf?t.download=true&u=nqxvbh,https://gehealthcare.widen.net/view/pdf/s1cd7p3nxl/1694610085411-certificate-1.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/s1cd7p3nxl/pdf/1694610085411-certificate-1.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/s1cd7p3nxl/jpeg/1694610085411-certificate-1.jpg?u=nqxvbh,,,
1694610063697-certificate (1).pdf,1eCommerce Asset Group,1eCommerce/Shop,09/13/2023,09/13/2023,842,595,,,PDF,09/13/2023,,0.16 mb,,PIM Metadata Type,,,,,,,,,,,,,,,Test,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,w8bakmrk16,https://gehealthcare.widen.net/content/w8bakmrk16/original/1694610063697-certificate-1.pdf?u=nqxvbh&download=true,,,,,,,,,,https://gehealthcare.widen.net/view/pdf/w8bakmrk16/1694610063697-certificate-1.pdf?t.download=true&u=nqxvbh,https://gehealthcare.widen.net/view/pdf/w8bakmrk16/1694610063697-certificate-1.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/w8bakmrk16/pdf/1694610063697-certificate-1.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/w8bakmrk16/jpeg/1694610063697-certificate-1.jpg?u=nqxvbh,,,
1694610047401-Vscanair 2.JPG.png,1eCommerce Asset Group,1eCommerce/Shop,09/13/2023,09/13/2023,1920,1080,Unknown,300,PNG,09/13/2023,,0.26 mb,,PIM Metadata Type,,,,,,,,,,,,,,Short written description of the image,vscan,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,rdwntyj1es,https://gehealthcare.widen.net/content/rdwntyj1es/original/1694610047401-Vscanair-2.JPG.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/rdwntyj1es/jpeg/1694610047401-Vscanair%202.JPG.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/rdwntyj1es/jpeg/1694610047401-Vscanair%202.JPG.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/rdwntyj1es/jpeg/1694610047401-Vscanair%202.JPG.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/rdwntyj1es/jpeg/1694610047401-Vscanair%202.JPG.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1694607960712-Untitled.png,1eCommerce Asset Group,1eCommerce/Shop,09/13/2023,09/13/2023,625,486,Unknown,300,PNG,09/13/2023,,0.09 mb,,PIM Metadata Type,,,,,,,,,,,,,,asdsa,new1,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,puelyecpsu,https://gehealthcare.widen.net/content/puelyecpsu/original/1694607960712-Untitled.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/puelyecpsu/jpeg/1694607960712-Untitled.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/puelyecpsu/jpeg/1694607960712-Untitled.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/puelyecpsu/jpeg/1694607960712-Untitled.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/puelyecpsu/jpeg/1694607960712-Untitled.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1694602551599-Brazil Phase1 launch.png,1eCommerce Asset Group,1eCommerce/Shop,09/13/2023,09/13/2023,1816,671,Unknown,300,PNG,09/13/2023,,0.10 mb,,PIM Metadata Type,,,,,,,,,,,,,,tst,test,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,nivrpe61qr,https://gehealthcare.widen.net/content/nivrpe61qr/original/1694602551599-Brazil-Phase1-launch.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/nivrpe61qr/jpeg/1694602551599-Brazil%20Phase1%20launch.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/nivrpe61qr/jpeg/1694602551599-Brazil%20Phase1%20launch.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/nivrpe61qr/jpeg/1694602551599-Brazil%20Phase1%20launch.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/nivrpe61qr/jpeg/1694602551599-Brazil%20Phase1%20launch.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1694599999998-abcd.png,1eCommerce Asset Group,1eCommerce/Shop,09/13/2023,09/13/2023,1366,768,Unknown,300,PNG,09/13/2023,,0.09 mb,,PIM Metadata Type,,,,,,,,,,,,,,uytuy,tyu,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,ljmvafsjpu,https://gehealthcare.widen.net/content/ljmvafsjpu/original/1694599999998-abcd.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/ljmvafsjpu/jpeg/1694599999998-abcd.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/ljmvafsjpu/jpeg/1694599999998-abcd.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/ljmvafsjpu/jpeg/1694599999998-abcd.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/ljmvafsjpu/jpeg/1694599999998-abcd.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1694596336804-Brazil Phase1 launch.png,1eCommerce Asset Group,1eCommerce/Shop,09/13/2023,09/13/2023,1816,671,Unknown,300,PNG,09/13/2023,,0.10 mb,,PIM Metadata Type,,,,,,,,,,,,,,erter,ese,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,syy2o4oaoc,https://gehealthcare.widen.net/content/syy2o4oaoc/original/1694596336804-Brazil-Phase1-launch.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/syy2o4oaoc/jpeg/1694596336804-Brazil%20Phase1%20launch.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/syy2o4oaoc/jpeg/1694596336804-Brazil%20Phase1%20launch.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/syy2o4oaoc/jpeg/1694596336804-Brazil%20Phase1%20launch.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/syy2o4oaoc/jpeg/1694596336804-Brazil%20Phase1%20launch.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1694594968997-Desktop-Image (1).png,1eCommerce Asset Group,1eCommerce/Shop,09/13/2023,09/13/2023,712,509,RGB ,300,PNG,09/13/2023,,0.37 mb,,PIM Metadata Type,,,,,,,,,,,,,,Image 2,Image 2,BR,uat,pt_BR,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,kpjmtqaans,https://gehealthcare.widen.net/content/kpjmtqaans/original/1694594968997-Desktop-Image-1.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/kpjmtqaans/jpeg/1694594968997-Desktop-Image%20%281%29.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/kpjmtqaans/jpeg/1694594968997-Desktop-Image%20%281%29.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/kpjmtqaans/jpeg/1694594968997-Desktop-Image%20%281%29.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/kpjmtqaans/jpeg/1694594968997-Desktop-Image%20%281%29.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
